

1539742980.848909156  Node Startup
1539742982.990164336 WARN [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:1059(main) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Waiting for laser_scans....
1539742989.890969385 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000772 0.000737 0.004493]
1539742990.039484270 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 147.817993
1539742990.040059588 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000704 0.000678 0.004981]
1539742990.040220907 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000704 0.000678 0.004981]
1539742990.182040952 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 141.097000
1539742990.182579183 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000440 0.000341 0.005326]
1539742990.182750242 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000440 0.000341 0.005326]
1539742990.320174374 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 136.723999
1539742990.320695156 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000681 0.000901 0.005814]
1539742990.320866371 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000681 0.000901 0.005814]
1539742990.459956713 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 138.395004
1539742990.460488537 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000539 0.000728 0.005814]
1539742990.460685172 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000539 0.000728 0.005814]
1539742990.610501436 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 149.110001
1539742990.611017686 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000531 0.000632 0.006660]
1539742990.611195464 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000531 0.000632 0.006660]
1539742990.767248449 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 155.218994
1539742990.767861636 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000571 0.000797 0.006172]
1539742990.768037122 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000571 0.000797 0.006172]
1539742990.918087994 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 148.998001
1539742990.918629454 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000149 0.000426 0.006172]
1539742990.918797648 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000149 0.000426 0.006172]
1539742991.076910746 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 157.434006
1539742991.077437881 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000045 0.000581 0.005574]
1539742991.077616127 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000045 0.000581 0.005574]
1539742991.229117674 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 150.490997
1539742991.229636318 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000113 0.000534 0.005919]
1539742991.229855090 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000113 0.000534 0.005919]
1539742991.380590259 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 149.957001
1539742991.381120884 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000289 0.000642 0.003201]
1539742991.381293192 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000289 0.000642 0.003201]
1539742991.523620716 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 141.380997
1539742991.524133110 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000167 0.000528 0.003546]
1539742991.524317659 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000167 0.000528 0.003546]
1539742991.675224043 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 150.016998
1539742991.675740969 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000361 0.000735 0.003891]
1539742991.675921299 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000361 0.000735 0.003891]
1539742991.823536475 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 146.910995
1539742991.824062621 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000406 0.000817 0.002467]
1539742991.824237794 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000406 0.000817 0.002467]
1539742991.970049148 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 145.125000
1539742991.970570345 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000309 0.000548 0.002813]
1539742991.970745831 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000309 0.000548 0.002813]
1539742992.118275020 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 146.772995
1539742992.118791007 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000185 0.000468 0.002467]
1539742992.118960034 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000185 0.000468 0.002467]
1539742992.259729537 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 139.932999
1539742992.260283392 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000254 0.000637 0.003381]
1539742992.260467524 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000254 0.000637 0.003381]
1539742992.407621907 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 146.330994
1539742992.408133622 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000510 0.000901 0.003726]
1539742992.408303847 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000510 0.000901 0.003726]
1539742992.555328842 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 146.337006
1539742992.555838422 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000417 0.000809 0.005910]
1539742992.556008438 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000417 0.000809 0.005910]
1539742992.705783956 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 148.979996
1539742992.706421256 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000503 0.000814 0.005910]
1539742992.706628880 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000503 0.000814 0.005910]
1539742992.859825089 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 152.399002
1539742992.860737363 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000324 0.000718 0.004366]
1539742992.861015931 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000324 0.000718 0.004366]
1539742993.016794384 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 154.962997
1539742993.017355112 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000081 0.000343 0.003675]
1539742993.017541952 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000081 0.000343 0.003675]
1539742993.161159797 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 142.886993
1539742993.161682814 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000140 0.000624 0.003675]
1539742993.161862831 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000140 0.000624 0.003675]
1539742993.304901512 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 142.328995
1539742993.305446823 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000124 0.000614 0.003675]
1539742993.305609911 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000124 0.000614 0.003675]
1539742993.444604988 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 138.246002
1539742993.445210929 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.000031 0.000451 0.004711]
1539742993.445398030 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.000031 0.000451 0.004711]
1539742993.591825150 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 145.729004
1539742993.592339677 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000167 0.000741 0.004021]
1539742993.592505578 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000167 0.000741 0.004021]
1539742993.735117240 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 141.834000
1539742993.735631871 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.000251 0.000685 0.004509]
1539742993.735801939 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.000251 0.000685 0.004509]
1539742993.878982873 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 142.453003
1539742993.879497765 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.001104 0.001692 0.004997]
1539742993.879672520 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.001104 0.001692 0.004997]
1539742994.023375010 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 142.975006
1539742994.023880837 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.001053 0.001733 0.006089]
1539742994.024054655 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.001053 0.001733 0.006089]
1539742994.158322142 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 133.572006
1539742994.158827500 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.001143 0.001851 0.006434]
1539742994.158992046 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.001143 0.001851 0.006434]
1539742994.297427045 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 137.751007
1539742994.297934486 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [0.001085 0.001759 0.006434]
1539742994.298100803 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [0.001085 0.001759 0.006434]
1539742994.435553630 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 136.748993
